json_path,ja_label,source,transformation,kind,evidence
electricity_consumption_contexts[].standing_charge_amount,基本料金：858.00円,Elec standing charge line item gross_amount or 0,_format_decimal_two_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1212-1216; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:130-132
electricity_consumption_contexts[].consumption_charges[],"電力量料金1: 2,373.60円, ...",List of consumption line item gross_amounts (after TOU aggregation); parallel to consumption_charge_contexts[].amount,List of strings each _format_decimal_two_decimals; order: unlabeled then stepped then TOU-sorted,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1217-1220; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:133-136
electricity_consumption_contexts[].fuel_cost_adjustment_amount,燃料費調整額: -430.76円,Fuel cost adjustment line item gross_amount,_format_decimal_two_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1223; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:147-149
electricity_consumption_contexts[].set_discount_amount,セット割引額等: -29.00円 (The sum of all discounts),Sum of elec discount line item gross_amounts,_format_decimal_no_decimals ROUND_DOWN,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1224-1226; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:150-152
electricity_consumption_contexts[].discounts[].name,ずっともパック割引額,DiscountCodeToNameMap from discount line item,Japanese display name from code map,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_dataclasses.py:112-120; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:154-156
electricity_consumption_contexts[].discounts[].gross_amount,-151円,Discount line item gross_amount,_format_decimal,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:155
electricity_consumption_contexts[].renewable_energy_charge_amount,再エネ促進賦課金: 338.00円,Renewable energy charge line item gross_amount,_format_decimal_no_decimals ROUND_DOWN,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1222; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:159-161
electricity_consumption_contexts[].total_charge_amount,"請求金額：4,323円",billing.AccountCharge.gross_amount,_format_decimal_no_decimals ROUND_DOWN,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1231; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:162-164
electricity_consumption_contexts[].is_recharge,,True if charge in recharges list,bool,derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1154,1210"
electricity_consumption_contexts[].consumption_charge_contexts[].amount,,Same amounts as consumption_charges[] from line items,_format_decimal_two_decimals; may be null list for old data,derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:211-287,1221; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:137-146"
electricity_consumption_contexts[].consumption_charge_contexts[].label,,Empty for unlabeled; step_number or 1-based index for stepped; TOU_LABELS for PEAK/OFFPEAK/NIGHT,String label per charge band,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:243-285; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/constants.py:55
electricity_reversing_credit_contexts[].gross_amount,,billing.AccountCredit.gross_amount for reversing elec credit,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1262-1263; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:250-252
electricity_reversing_credit_contexts[].reading_date,,localtime.next_midnight(line_items_period.end) of reversed charge,ISO 8601 UTC millis Z,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1264; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:253
electricity_reversing_credit_contexts[].reading_start,,Reversed charge line_items_period.start,ISO 8601 UTC millis Z,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1265; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:254
electricity_reversing_credit_contexts[].reading_end,,Reversed charge line_items_period.end,ISO 8601 UTC millis Z,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1266; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:255
billing_totals_context.gross_amount,"ご請求金額合計: 170,303円",Sum of all gas/elec total_charge_amount + ancillary/other/printing charge & credit gross_amounts,_format_decimal_no_decimals ROUND_DOWN of sum,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1270-1319; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:170-172
billing_totals_context.gross_amount_10_pct,"(10%対象): 170,303円",Subset of mixed-tax constituents where tax_rate_percentage==10,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1299-1316; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:173-175
billing_totals_context.tax_amount,"内消費税等: 15,474円",Sum of charge_tax/tax_amount across mixed-tax constituents,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1317; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:176-178
billing_totals_context.tax_amount_10_pct,"(10%対象): 15,474円",Tax sum for 10% constituents only,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1318; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:179-181
billing_totals_context.tax_exempt_amount,"(非課税又は免税): 1,100円",Sum of late payment fee charge gross_amounts only,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1305-1319; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:182-184
supply_point_context.customer_number,お客さま番号,Gas: GasSupplyPoint.spin[-11:] (property customer_number). Elec-only: TG external account details CUSTOMER_REGISTRATION_NUMBER reference else primary account_user CRN,format_customer_registration_number inserts hyphens at positions 4 and 7 (1234-567-8901),chain,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1403-1404,1428-1443; src/octoenergy/plugins/territories/jpn/industry/gas/data/models/supply_points.py:173-181; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/formatters.py:353-359; src/octoenergy/plugins/clients/tokyogas/accounts/queries/_get_customer_registration_number_from_account.py:16-53"
supply_point_context.supply_usage_address_context.postal_address_line_1,使用者_住所1(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:35; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_address_line_2,使用者_住所2(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:37; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_address_line_3,使用者_住所3(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:39; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_address_line_4,使用者_住所4(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:41; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_address_line_5,使用者_住所5(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:43; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_address_line_6,使用者_住所6(ハガキ),addresses.Address on supply_point.property.rich_address (addresses_address),format_address 6-line split; full-width,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/dataclasses.py:45; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:60-78
supply_point_context.supply_usage_address_context.postal_customer_name,使用者_お客さま名(ハガキ),Business: same billing_name chain. Domestic: primary AccountUserDetails.kanji_name else kana_name; fallback get_addressee_name,Full-width; no honorific for billing statement,chain,src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/addresses.py:73-78; src/octoenergy/plugins/territories/jpn/comms/message_types/email/billing_statement/utils.py:16-32
supply_point_context.next_reading_date,次回検針予定日,"jpn_gas_queries.get_reading_dates from GasSupplyPoint schedule; None for elec-only, final gas bill, or unavailable schedule",strftime('%Y-%m-%d') or null. Only populated on gas path.,derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1375-1391,1403-1410; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:189-193"
payment_context.payment_amount,ご請求金額（円）,Equals billing_totals_context.gross_amount,_format_decimal_no_decimals ROUND_DOWN,derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:421-426,1494-1496; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:196-198"
payment_context.payment_method,お支払い方法,Payment instruction method type mapped via PAYMENT_METHOD_TYPE_TO_PAYMENT_METHOD_MAP then PaymentMethod.label,Japanese label: 口座振替/カード払い/標準払込書/電子請求; null if no schedule/instruction. Note: printer omits payment_method_title present on intermediate context.,enum,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:576-616,1484; src/octoenergy/plugins/clients/tokyogas/comms/message_types/common/constants.py:78-82; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:199"
payment_context.payment_scheduled_date,口座振替予定日 (only for direct debit),payment_schedule_triggers.payment_date from PaymentSchedule; next TokyoGas working day if non-working,strftime('%Y-%m-%d') only when payment_method is DIRECT_DEBIT; else null,derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1470-1498,1502-1524; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:200-204"
printing_fee_context.tax_rate,税額 0.1 for 10% tax rate,vat.get_standard_rate(charge.posting_date)/100; must be unique across printing fee charges,_format_decimal; context null if no printing-fee reason charges,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1527-1571; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:209
printing_fee_context.total_gross_amount,請求金額,Sum of matching AccountCharge.gross_amount for TOKYOGAS_BILLING_STATEMENT_PRINTING_FEE_REASONS,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1548-1570; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:210-212
printing_fee_context.charges[].gross_amount,"請求金額: 1,100円",billing.AccountCharge.gross_amount,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1552-1553; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:215
printing_fee_context.charges[].net_amount,"税別金額: 1,000円",billing.AccountCharge.net_amount or 0,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1554-1556; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:216
printing_fee_context.charges[].tax_amount,消費税額: 100円,billing.AccountCharge.sales_tax_amount or 0,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1557-1559; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:217
printing_fee_context.charges[].tax_rate,0.1 for 10% tax rate,Same shared printing fee tax_rate,_format_decimal,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1563; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:218
printing_fee_context.charges[].reason_code,理由コード,billing.AccountCharge.reason,passthrough code string,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1560
printing_fee_context.charges[].display,表示用理由,billing.AccountCharge.display,passthrough (DB display on charge),table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1561
printing_fee_context.charges[].applied_date,適用日: XXXX年XX月XX日,billing.AccountCharge.applied_date,strftime('%Y-%m-%d'); note/transaction_date not emitted for printing fee charges in printer dataclass construction,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1562; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:221
printing_fee_context.charges[].note,手数料明細_備考,No database source (attrs field default),"Not set on the printing-fee branch, so always emitted as null. Present only because printing_fee_context.charges[] reuses the ChargeContext class and attrs.asdict emits every field.",constant,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/_dataclasses.py:175-176; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_message_type.py:159 (attrs.asdict emits defaulted fields); confirmed present as null in the 20260120-BILLINGSTATEMENT.json sample
printing_fee_context.charges[].transaction_date,手数料明細_取引年月日,No database source (attrs field default),"Not set on the printing-fee branch, so always emitted as null. Present only because printing_fee_context.charges[] reuses the ChargeContext class and attrs.asdict emits every field.",constant,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/_dataclasses.py:175-176; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_message_type.py:159 (attrs.asdict emits defaulted fields); confirmed present as null in the 20260120-BILLINGSTATEMENT.json sample
notice_contexts[].code,Unique code for the notice,NoticeEnumMap / NoticeType StrEnum (no DB). Subsidy codes may be formatted '{year}_{month}_{day}_ELECTRICITY_SUBSIDY_APPLIED' etc.,Deduped by code then sorted by priority,enum,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_notice.py:34-118,172-173; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:230-237"
notice_contexts[].message,Message to the customer,Hardcoded Japanese templates in NoticeEnumMap; subsidy messages format month/unit prices from MetiCreditPeriod,Full-width digits for subsidy inserts via strings.to_full_width,enum,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_notice.py:57-117,252-283"
notice_contexts[].priority,Priority order of the notice defined by the client,Hardcoded int in NoticeEnumMap (spreadsheet ×10),Sort key ascending,enum,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/_notice.py:56-117,173"
charge_contexts[].gross_amount,"請求金額: 1,100円",billing.AccountCharge.gross_amount (billing_accountcharge); list merges ancillary + other + late-payment fees,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1703-1704; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:259-274
charge_contexts[].net_amount,"税別金額: 1,000円",billing.AccountCharge.net_amount or 0,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1705; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:265
charge_contexts[].tax_amount,消費税額: 100円,billing.AccountCharge.sales_tax_amount or 0,_format_decimal_no_decimals,table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1706; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:266
charge_contexts[].tax_rate,0.1 for 10% tax rate,Ancillary: metadata.data['tax_rate']; else vat.get_standard_rate(posting_date)/100 if sales_tax else 0,_format_decimal,chain,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1617-1623,1693-1700; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:267"
charge_contexts[].reason_code,理由コード: LATE_PAYMENT_INTEREST,ChargeReason.code from TOKYOGAS_* reason registries matching AccountCharge.reason,passthrough reason code,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1708
charge_contexts[].display,表示用理由: 延滞利息,ChargeReason.display from reason registry (not always AccountCharge.display),Japanese display from code registry,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1709
charge_contexts[].applied_date,適用日: XXXX年XX月XX日,billing.AccountCharge.applied_date,strftime('%Y-%m-%d'),table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1710; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:270
charge_contexts[].note,お知らせ: 対象年月日,Late payment fees only: f'対象年月日 {{m}}月{{d}}日' from LPF reading date; else empty/default,string or null; empty for most charges,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1594-1610; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:271
charge_contexts[].transaction_date,取引年月日: XXXX年XX月XX日,Ancillary charges: AccountCharge.metadata.data['transaction_date'] (TG-supplied); else empty string,Formatted '%Y年%-m月%-d日' (no zero-pad). Originates from TG ancillary charge mutation metadata.,external,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1643,1711,1805-1814"
credit_contexts[].gross_amount,請求金額: -55円,billing.AccountCredit.gross_amount * -1 (billing_accountcredit); merges ancillary + other (non-reversing),_format_decimal_no_decimals of negated amount,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1791-1792; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:277-292
credit_contexts[].net_amount,税別金額: -50円,AccountCredit.net_amount * -1 or 0,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1793; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:283
credit_contexts[].tax_amount,消費税額: -5円,AccountCredit.sales_tax_amount * -1 or 0,_format_decimal_no_decimals,derived,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1794-1796; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:284
credit_contexts[].tax_rate,0.1 for 10% tax rate,Ancillary: metadata tax_rate; else vat standard rate /100 if sales tax else 0,_format_decimal,chain,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1778-1786; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:285
credit_contexts[].reason_code,理由コード: GAS_DIRECT_DEBIT_DISCOUNT,CreditReason.code from TOKYOGAS_* credit registries,passthrough,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1798
credit_contexts[].display,表示用理由: 口座割引額,CreditReason.display; ancillary may strip refund suffix via ancillary_credit_display_for_comms,Japanese display from registry,enum,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1787-1799
credit_contexts[].applied_date,適用日: XXXX年XX月XX日,billing.AccountCredit.applied_date,strftime('%Y-%m-%d'),table,src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1800; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:288
credit_contexts[].note,お知らせ: 対象年月日 X月X日,"Late payment fee reversals only: meter reading date of the statement the reversed fee was raised against, own fuel, via lpf_queries.get_reading_date_for_late_payment_fee. Every other credit keeps the dataclass default """"","f""対象年月日 {month}月{day}日"", no zero padding. null when the source statement has no reading info for that fuel; """" for all non-LPF-reversal credits",derived,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1582-1586,1667; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:289; src/octoenergy/plugins/clients/tokyogas/debt_prevention/late_payment_fees/queries.py:346-358; lines are against master fcf2b98f167b, not the 28 Aug commit, since this field did not exist then"
credit_contexts[].transaction_date,取引年月日: XXXX年XX月XX日,Ancillary credits: AccountCredit.metadata.data['transaction_date'] (TG-supplied); else empty,Formatted '%Y年%-m月%-d日',external,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1732,1801,1805-1814"
credit_contexts[].show_positive_amount,,No database source (attrs field default),"printer/process.py does not pass it, so it is always emitted as false. The intermediate context does set it True for late payment fee reversals, so the print path cannot currently tell them apart. Worth confirming that is intended.",constant,"src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/_dataclasses.py:190; src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/printer/process.py:281-291 (not passed); src/octoenergy/plugins/clients/tokyogas/comms/message_types/billing_statement/context.py:1668 (set True upstream); lines are against master fcf2b98f167b, not the 28 Aug commit, since this field did not exist then"
